epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
115,0.14473,0.13711,0.7930,0.8846,0.8756,0.8937,4.18e-05,64,0.8912,0.7736,0.7812,0.8152,0.6787
116,0.14383,0.13555,0.7943,0.8854,0.8751,0.8959,4.10e-05,64,0.8912,0.7779,0.7808,0.8163,0.6809
117,0.14380,0.13582,0.7909,0.8833,0.8706,0.8963,4.02e-05,64,0.8881,0.7705,0.7789,0.8133,0.6783
118,0.14242,0.13534,0.7906,0.8830,0.8723,0.8940,3.94e-05,64,0.8858,0.7749,0.7789,0.8121,0.6767
119,0.14241,0.13313,0.7956,0.8862,0.8774,0.8951,3.86e-05,64,0.8906,0.7775,0.7846,0.8168,0.6833
120,0.14125,0.13340,0.7921,0.8840,0.8732,0.8950,3.78e-05,64,0.8858,0.7754,0.7824,0.8156,0.6761
121,0.14082,0.13130,0.7966,0.8868,0.8774,0.8964,3.70e-05,64,0.8940,0.7807,0.7855,0.8169,0.6813
122,0.13919,0.13135,0.7948,0.8857,0.8779,0.8937,3.62e-05,64,0.8905,0.7784,0.7841,0.8157,0.6811
123,0.13813,0.13010,0.7970,0.8871,0.8809,0.8933,3.54e-05,64,0.8943,0.7788,0.7851,0.8169,0.6849
124,0.13790,0.12963,0.7947,0.8856,0.8713,0.9004,3.46e-05,64,0.8910,0.7773,0.7862,0.8159,0.6780
125,0.13706,0.12887,0.7970,0.8870,0.8808,0.8933,3.38e-05,64,0.8922,0.7801,0.7853,0.8181,0.6839
126,0.13590,0.12779,0.7979,0.8876,0.8786,0.8969,3.31e-05,64,0.8953,0.7808,0.7868,0.8191,0.6824
127,0.13593,0.12751,0.7959,0.8863,0.8736,0.8994,3.23e-05,64,0.8927,0.7784,0.7854,0.8180,0.6798
128,0.13528,0.12657,0.7976,0.8874,0.8762,0.8989,3.15e-05,64,0.8952,0.7808,0.7852,0.8188,0.6825
129,0.13444,0.12649,0.7958,0.8863,0.8736,0.8994,3.07e-05,64,0.8929,0.7785,0.7834,0.8169,0.6823
130,0.13360,0.12522,0.7989,0.8882,0.8798,0.8968,3.00e-05,64,0.8944,0.7824,0.7859,0.8202,0.6866
131,0.13417,0.12519,0.7958,0.8863,0.8697,0.9035,2.92e-05,64,0.8943,0.7782,0.7852,0.8166,0.6797
132,0.13222,0.12404,0.7995,0.8886,0.8783,0.8990,2.85e-05,64,0.8970,0.7821,0.7887,0.8202,0.6841
133,0.13229,0.12365,0.7985,0.8880,0.8773,0.8989,2.77e-05,64,0.8923,0.7809,0.7882,0.8211,0.6849
134,0.13104,0.12313,0.7984,0.8879,0.8752,0.9009,2.70e-05,64,0.8962,0.7817,0.7869,0.8185,0.6843
135,0.12982,0.12277,0.7997,0.8887,0.8825,0.8950,2.63e-05,64,0.8967,0.7827,0.7876,0.8201,0.6863
136,0.13059,0.12220,0.7997,0.8887,0.8813,0.8963,2.56e-05,64,0.8953,0.7850,0.7870,0.8208,0.6864
137,0.12961,0.12186,0.8006,0.8893,0.8858,0.8928,2.48e-05,64,0.8972,0.7849,0.7895,0.8212,0.6855
