epoch,train_loss,train_seg,train_profile,train_trace,ramp,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage,val_iou_intersecting_conjugate
110,0.22930,0.22930,0.00000,0.00000,1.00,0.22416,0.5389,0.7004,0.6412,0.7716,5.00e-05,39,0.6197,0.5904,0.6428,0.5714,0.1931,0.7920
111,0.23019,0.23019,0.00000,0.00000,1.00,0.23229,0.5303,0.6931,0.6296,0.7708,5.00e-05,39,0.6027,0.5517,0.6241,0.5701,0.1855,0.7856
112,0.23010,0.23010,0.00000,0.00000,1.00,0.22283,0.5476,0.7076,0.6558,0.7685,5.00e-05,39,0.6316,0.5957,0.6631,0.5869,0.1859,0.7928
113,0.22641,0.22641,0.00000,0.00000,1.00,0.21931,0.5527,0.7120,0.6626,0.7693,5.00e-05,39,0.6372,0.6126,0.6595,0.6198,0.1864,0.7932
114,0.22892,0.22892,0.00000,0.00000,1.00,0.22352,0.5470,0.7072,0.6566,0.7662,5.00e-05,39,0.6333,0.5728,0.6666,0.6072,0.1821,0.7929
115,0.22570,0.22570,0.00000,0.00000,1.00,0.22963,0.5406,0.7018,0.6582,0.7516,5.00e-05,39,0.6045,0.5628,0.6487,0.5820,0.1818,0.7929
116,0.23058,0.23058,0.00000,0.00000,1.00,0.22598,0.5421,0.7031,0.6464,0.7706,5.00e-05,39,0.6201,0.5880,0.6725,0.5996,0.1726,0.7929
117,0.22847,0.22847,0.00000,0.00000,1.00,0.22409,0.5458,0.7061,0.6602,0.7589,5.00e-05,39,0.6207,0.5850,0.6647,0.5958,0.1827,0.7931
118,0.22388,0.22388,0.00000,0.00000,1.00,0.22256,0.5438,0.7045,0.6447,0.7765,5.00e-05,39,0.6350,0.6023,0.6717,0.5896,0.1805,0.7931
119,0.22714,0.22714,0.00000,0.00000,1.00,0.22400,0.5400,0.7013,0.6346,0.7836,5.00e-05,39,0.6077,0.5890,0.6390,0.5846,0.1948,0.7916
120,0.22679,0.22679,0.00000,0.00000,1.00,0.21994,0.5507,0.7103,0.6579,0.7717,5.00e-05,39,0.6459,0.5827,0.6819,0.5929,0.1845,0.7954
121,0.22491,0.22491,0.00000,0.00000,1.00,0.22871,0.5398,0.7011,0.6465,0.7658,5.00e-05,39,0.6285,0.5482,0.6022,0.5624,0.1955,0.7847
122,0.22544,0.22544,0.00000,0.00000,1.00,0.22105,0.5483,0.7083,0.6592,0.7652,5.00e-05,39,0.6249,0.5755,0.6605,0.6000,0.1926,0.7924
123,0.22708,0.22708,0.00000,0.00000,1.00,0.21959,0.5497,0.7094,0.6663,0.7584,5.00e-05,39,0.6420,0.5992,0.6711,0.5979,0.1878,0.7923
124,0.21975,0.21975,0.00000,0.00000,1.00,0.21550,0.5641,0.7213,0.6753,0.7741,2.50e-05,39,0.6697,0.5950,0.6777,0.6113,0.1893,0.7948
125,0.22010,0.22010,0.00000,0.00000,1.00,0.21569,0.5597,0.7177,0.6680,0.7754,2.50e-05,39,0.6457,0.6024,0.6839,0.6102,0.1921,0.7978
126,0.21800,0.21800,0.00000,0.00000,1.00,0.21175,0.5663,0.7231,0.6707,0.7843,2.50e-05,39,0.6568,0.6185,0.6759,0.6180,0.2010,0.7939
127,0.21623,0.21623,0.00000,0.00000,1.00,0.21255,0.5676,0.7242,0.6774,0.7779,2.50e-05,39,0.6640,0.6104,0.6812,0.6129,0.1975,0.7984
128,0.21392,0.21392,0.00000,0.00000,1.00,0.21423,0.5600,0.7179,0.6650,0.7801,2.50e-05,39,0.6452,0.6230,0.6752,0.6136,0.1957,0.7981
129,0.21659,0.21659,0.00000,0.00000,1.00,0.21391,0.5659,0.7228,0.6785,0.7732,2.50e-05,39,0.6636,0.5898,0.6820,0.6085,0.1971,0.7988
